"","Date","Session","Pseudo","Treatment","TotalScore","Flight","Bonus","Mine","Fortress","Day","Zscore","Zscore_Flight","Zscore_Bonus","Zscore_Mine","Zscore_Fortress"
"result.446","2020-02-13 10:35:20","D04P1","SP0801",2,1410,-4140,1150,2900,1500,"D04",-1.09554552188379,-2.55546651917562,-0.411088351805538,0.406163018756427,-0.738226682205706
"result.447","2020-02-13 10:49:08","D04P2","SP0801",2,1240,-4110,1450,2650,1250,"D04",-1.13200573061063,-2.52906310796581,-0.0530197934242296,0.198314741025289,-0.816806342242557
"result.448","2020-02-14 11:15:05","D05P1","SP0801",2,2940,-2740,1350,3080,1250,"D05",-0.767403643342179,-1.32330732938436,-0.172375979551332,0.555813778722846,-0.816806342242557
"result.449","2020-02-14 11:26:33","D05P2","SP0801",2,-220,-4190,900,2070,1000,"D05",-1.44513458202942,-2.59947220452531,-0.709478817123295,-0.283893263310952,-0.895386002279408
"result.450","2020-02-25 10:59:52","D14P1","SP0801",2,4090,-3010,1650,2950,2500,"D14",-0.520761054895872,-1.56093803027268,0.185692578829976,0.447732674302654,-0.423908042058302
"result.451","2020-02-25 11:11:14","D14P2","SP0801",2,4975,-3195,2200,3220,2750,"D14",-0.330953497700236,-1.72375906606652,0.842151602529041,0.672208814252283,-0.345328382021451
"result.452","2019-10-07 16:16:45","D01P1","TB3004",2,2175,-1215,0,1640,1750,"D01",-0.931474582612983,0.0188660737811161,-1.78368449226722,-0.641392301008509,-0.659647022168855
"result.453","2019-10-08 16:49:10","D02P1","TB3004",2,5205,-755,900,3060,2000,"D02",-0.281624980010974,0.423718378998244,-0.709478817123295,0.539185916504355,-0.581067362132004
"result.454","2019-10-08 17:01:08","D02P2","TB3004",2,5160,-150,1550,2260,1500,"D02",-0.291276211732786,0.956187171729466,0.0663363927028731,-0.125928572235287,-0.738226682205706
"result.455","2019-10-09 16:16:59","D03P1","TB3004",2,7370,-300,2050,3370,2250,"D03",0.182706501716204,0.824170115680403,0.663117323338387,0.796917780890966,-0.502487702095153
"result.456","2019-10-09 16:28:24","D03P2","TB3004",2,7585,-185,2000,3020,2750,"D03",0.228817942164861,0.925383191984685,0.603439230274835,0.505930192067373,-0.345328382021451
"result.457","2019-10-10 16:46:01","D04P1","TB3004",2,7520,-100,1250,3620,2750,"D04",0.214877274122244,1.00019285707915,-0.291732165678435,1.0047660586221,-0.345328382021451
"result.458","2019-10-10 17:02:43","D04P2","TB3004",2,7715,-185,1050,3350,3500,"D04",0.256699278250096,0.925383191984685,-0.53044453793264,0.780289918672475,-0.109589401910898
"result.459","2019-10-11 14:39:02","D05P1","TB3004",2,6080,-350,350,2580,3500,"D05",-0.0939621409757406,0.780164430330715,-1.36593784082236,0.14011722326057,-0.109589401910898
"result.460","2019-10-11 14:50:43","D05P2","TB3004",2,9770,-400,250,3420,6500,"D05",0.697438860212845,0.736158744981027,-1.48529402694946,0.838487436437194,0.833366518531315
"result.461","2019-10-21 17:05:05","D14P1","TB3004",2,11130,-300,1950,3480,6000,"D14",0.989120530027608,0.824170115680403,0.543761137211284,0.888371023092667,0.676207198457613
"result.462","2019-10-21 17:17:02","D14P2","TB3004",2,12090,-450,1650,3640,7250,"D14",1.19501347342626,0.69215305963134,0.185692578829976,1.0213939208406,1.06910549864187
"result.463","2020-02-10 18:26:13","D01P1","TH0605",2,4635,-1155,1150,1890,2750,"D01",-0.403873915153926,0.0716728962007415,-0.411088351805538,-0.433544023277371,-0.345328382021451
"result.464","2020-02-11 18:00:47","D02P1","TH0605",2,7545,-1235,900,3380,4500,"D02",0.220239069523251,0.00126379964124096,-0.709478817123295,0.805231712000212,0.204729238236507
"result.465","2020-02-11 18:16:53","D02P2","TH0605",2,8270,-1070,1050,3290,5000,"D02",0.375731136152444,0.146482561295211,-0.53044453793264,0.730406332017002,0.361888558310209
"result.466","2020-02-12 18:09:21","D03P1","TH0605",2,6275,-2355,750,3130,4750,"D03",-0.0521401368478885,-0.984463552191766,-0.888513096313949,0.597383434269074,0.283308898273358
"result.467","2020-02-12 18:19:48","D03P2","TH0605",2,8710,-1820,1900,3380,5250,"D03",0.470098735210162,-0.513602718950106,0.484083044147733,0.805231712000212,0.44046821834706
"result.468","2020-02-13 18:11:09","D04P1","TH0605",2,11575,-1615,1400,3290,8500,"D04",1.08456048816553,-0.333179409016386,-0.112697886487781,0.730406332017002,1.46200379882612
"result.469","2020-02-13 18:21:45","D04P2","TH0605",2,13370,-1800,1750,3670,9750,"D04",1.46953739795781,-0.496000444810231,0.305048764957079,1.04633571416833,1.85490209901038
"result.470","2020-02-14 18:09:54","D05P1","TH0605",2,14330,-1800,1950,3180,11000,"D05",1.67543034135646,-0.496000444810231,0.543761137211284,0.638953089815301,2.24780039919463
"result.471","2020-02-14 18:20:27","D05P2","TH0605",2,17715,-2815,2700,3580,14250,"D05",2.40141743865277,-1.38931585740889,1.43893253316455,0.971510334185122,3.2693359796737
"result.472","2020-02-25 18:09:47","D14P1","TH0605",2,16870,-1620,2000,3740,12750,"D14",2.22018875409874,-0.337579977551355,0.603439230274835,1.10453323193305,2.79785801945259
"result.473","2020-02-25 18:20:18","D14P2","TH0605",2,18875,-1205,2200,3380,14500,"D14",2.65020474525948,0.0276672108510536,0.842151602529041,0.805231712000212,3.34791563971055
"result.474","2019-10-07 18:36:30","D01P1","TS2305",2,-310,-1100,200,-1410,2000,"D01",-1.46443704547305,0.120079150085398,-1.54497212001301,-3.17714128932839,-0.581067362132004
"result.475","2019-10-08 18:05:25","D02P1","TS2305",2,4720,-510,750,1980,2500,"D02",-0.385643810790504,0.639346237211714,-0.888513096313949,-0.358718643294162,-0.423908042058302
"result.476","2019-10-08 18:16:30","D02P2","TS2305",2,4655,-925,600,2230,2750,"D02",-0.399584478833121,0.274099048809305,-1.0675473755046,-0.150870365563023,-0.345328382021451
"result.477","2019-10-09 17:56:52","D03P1","TS2305",2,4570,-1210,600,1680,3500,"D03",-0.417814583196544,0.0232666423160849,-1.0675473755046,-0.608136576571527,-0.109589401910898
"result.478","2019-10-09 18:12:03","D03P2","TS2305",2,6240,-1070,1300,1760,4250,"D03",-0.0596466504092978,0.146482561295211,-0.232054072614884,-0.541625127697563,0.126149578199656
"result.479","2019-10-10 16:15:27","D04P1","TS2305",2,7275,-1235,1600,2660,4250,"D04",0.162331679192379,0.00126379964124096,0.126014485766424,0.206628672134534,0.126149578199656
"result.480","2019-10-10 16:26:51","D04P2","TS2305",2,7940,-770,1400,2810,4500,"D04",0.304955436859156,0.410516673393338,-0.112697886487781,0.331337638773217,0.204729238236507
"result.481","2019-10-11 16:13:11","D05P1","TS2305",2,10505,-185,2250,3940,4500,"D05",0.855075645002441,0.925383191984685,0.901829695592592,1.27081185411796,0.204729238236507
"result.482","2019-10-11 16:26:31","D05P2","TS2305",2,10300,-1070,1700,3420,6250,"D05",0.811108922714186,0.146482561295211,0.245370671893527,0.838487436437194,0.754786858494464
"result.483","2019-10-21 18:05:34","D14P1","TS2305",2,10105,-335,2150,2790,5500,"D14",0.769286918586334,0.793366135935621,0.782473509465489,0.314709776554726,0.519047878383911
"result.484","2019-10-21 18:19:12","D14P2","TS2305",2,8805,-1705,2550,3210,4750,"D14",0.490473557733987,-0.412389642645824,1.2598982539739,0.663894883143038,0.283308898273358
"result.485","2019-09-30 18:26:54","D01P1","VL1401",1,4030,-220,800,1450,2000,"D01",-0.533629363858288,0.894579212239903,-0.828835003250397,-0.799356992084174,-0.581067362132004
"result.486","2019-10-01 18:51:03","D02P1","VL1401",1,5880,-100,700,2280,3000,"D02",-0.136856504183794,1.00019285707915,-0.9481911893775,-0.109300710016796,-0.2667487219846
"result.487","2019-10-01 19:01:47","D02P2","VL1401",1,7380,-300,750,2180,4750,"D02",0.184851219876607,0.824170115680403,-0.888513096313949,-0.192440021109251,0.283308898273358
"result.488","2019-10-02 18:14:01","D03P1","VL1401",1,8630,-700,550,2530,6250,"D03",0.45294098992694,0.472124632882901,-1.12722546856815,0.0985475677143422,0.754786858494464
"result.489","2019-10-02 18:24:29","D03P2","VL1401",1,12470,-600,950,2620,9500,"D03",1.27651276352157,0.560136003582276,-0.649800724059743,0.173372947697552,1.77632243897353
"result.490","2019-10-03 18:40:19","D04P1","VL1401",1,14130,-1050,700,2480,12000,"D04",1.63253597814841,0.164084835435086,-0.9481911893775,0.0569779121681146,2.56211903934204
"result.491","2019-10-03 18:50:45","D04P2","VL1401",1,14685,-985,1350,3070,11250,"D04",1.75156783605076,0.22129222638968,-0.172375979551332,0.5474998476136,2.32638005923148
"result.492","2019-10-04 17:36:40","D05P1","VL1401",1,16350,-1050,1300,3350,12750,"D05",2.1086634097578,0.164084835435086,-0.232054072614884,0.780289918672475,2.79785801945259
"result.493","2019-10-04 17:48:34","D05P2","VL1401",1,19190,-650,1100,3490,15250,"D05",2.71776336731216,0.516130318232588,-0.470766444869089,0.896684954201913,3.5836546198211
"result.494","2019-10-15 18:39:26","D14P1","VL1401",1,15620,-1370,900,2340,13750,"D14",1.95209898404841,-0.117551550802916,-0.709478817123295,-0.0594171233613227,3.11217665959999
"result.495","2019-10-15 18:51:48","D14P2","VL1401",1,17175,-1635,850,2960,15000,"D14",2.28560265799102,-0.350781683156262,-0.769156910186846,0.4560466054119,3.50507495978425
"result.496","2019-10-07 08:40:19","D01P1","YC1703",1,4320,-1630,1400,2550,2000,"D01",-0.471432537206611,-0.346381114621293,-0.112697886487781,0.115175429932833,-0.581067362132004
"result.497","2019-10-08 08:26:30","D02P1","YC1703",1,8065,-865,1900,3780,3250,"D02",0.33176441386419,0.326905871228931,0.484083044147733,1.13778895637003,-0.188169061947749
"result.498","2019-10-08 08:42:23","D02P2","YC1703",1,7520,-860,1700,3680,3000,"D02",0.214877274122244,0.3313064397639,0.245370671893527,1.05464964527758,-0.2667487219846
"result.499","2019-10-09 15:03:52","D03P1","YC1703",1,6840,-840,1300,3380,3000,"D03",0.0690364392148624,0.348908713903775,-0.232054072614884,0.805231712000212,-0.2667487219846
"result.500","2019-10-09 15:17:27","D03P2","YC1703",1,9380,-470,2950,3150,3750,"D03",0.613794851957141,0.674550785491464,1.73732299848231,0.614011296487565,-0.0310097418740465
"result.501","2019-10-10 08:26:38","D04P1","YC1703",1,8855,-755,1750,4110,3750,"D04",0.501197148536001,0.423718378998244,0.305048764957079,1.41214868297514,-0.0310097418740465
"result.502","2019-10-10 08:39:27","D04P2","YC1703",1,8810,-470,2100,3430,3750,"D04",0.491545916814188,0.674550785491464,0.722795416401938,0.846801367546439,-0.0310097418740465
"result.503","2019-10-11 08:23:54","D05P1","YC1703",1,8625,-635,1350,3410,4500,"D05",0.451868630846739,0.529332023837495,-0.172375979551332,0.830173505327948,0.204729238236507
"result.504","2019-10-11 08:35:52","D05P2","YC1703",1,11900,-100,2400,3850,5750,"D05",1.15426382837861,1.00019285707915,1.08086397478325,1.19598647413475,0.597627538420762
"result.505","2019-10-21 08:32:21","D14P1","YC1703",1,11480,-100,2150,3930,5500,"D14",1.0641856656417,1.00019285707915,0.782473509465489,1.26249792300872,0.519047878383911
"result.506","2019-10-21 08:43:24","D14P2","YC1703",1,12580,-790,2400,3470,7500,"D14",1.300104663286,0.392914399253462,1.08086397478325,0.880057091983421,1.14768515867872
